day,month,year,weekday,hour,minute,matchday,homeId,awayId,scoreHomeHt,scoreAwayHt,target
15.0,10.0,2022.0,6.0,11.0,30.0,15.0,385.0,394.0,1.0,1.0,1.0
11.0,12.0,2021.0,6.0,15.0,0.0,22.0,342.0,336.0,0.0,0.0,1.0
22.0,10.0,2022.0,6.0,14.0,0.0,17.0,355.0,387.0,0.0,0.0,1.0
29.0,9.0,2021.0,3.0,18.0,45.0,10.0,63.0,72.0,3.0,1.0,1.0
29.0,12.0,2022.0,4.0,19.0,45.0,25.0,394.0,385.0,1.0,0.0,1.0
29.0,1.0,2022.0,6.0,15.0,0.0,29.0,69.0,355.0,3.0,0.0,1.0
18.0,2.0,2023.0,6.0,15.0,0.0,24.0,397.0,63.0,0.0,0.0,0.0
10.0,2.0,2024.0,6.0,15.0,0.0,24.0,73.0,397.0,0.0,1.0,1.0
2.0,4.0,2022.0,6.0,14.0,0.0,40.0,1077.0,343.0,0.0,1.0,0.0
12.0,11.0,2022.0,6.0,19.0,45.0,16.0,76.0,57.0,0.0,0.0,0.0
19.0,10.0,2022.0,3.0,18.0,30.0,12.0,1044.0,340.0,0.0,1.0,0.0
15.0,1.0,2022.0,6.0,12.0,30.0,27.0,715.0,59.0,0.0,1.0,0.0
3.0,4.0,2022.0,7.0,15.0,30.0,31.0,73.0,67.0,1.0,1.0,1.0
29.0,1.0,2022.0,6.0,15.0,0.0,29.0,343.0,1076.0,0.0,0.0,1.0
15.0,1.0,2022.0,6.0,12.0,30.0,22.0,65.0,61.0,0.0,0.0,1.0
14.0,2.0,2024.0,3.0,19.0,45.0,32.0,70.0,69.0,1.0,0.0,1.0
29.0,3.0,2024.0,5.0,15.0,0.0,39.0,394.0,1076.0,0.0,2.0,0.0
11.0,5.0,2024.0,6.0,14.0,0.0,37.0,1044.0,402.0,0.0,0.0,0.0
2.0,2.0,2024.0,5.0,20.0,0.0,30.0,387.0,341.0,0.0,0.0,0.0
15.0,4.0,2022.0,5.0,14.0,0.0,42.0,74.0,336.0,1.0,0.0,1.0
14.0,4.0,2024.0,7.0,15.0,30.0,33.0,57.0,58.0,0.0,0.0,0.0
3.0,9.0,2023.0,7.0,13.0,0.0,4.0,354.0,76.0,0.0,0.0,1.0
21.0,1.0,2023.0,6.0,15.0,0.0,21.0,340.0,58.0,0.0,0.0,0.0
20.0,11.0,2021.0,6.0,15.0,0.0,18.0,1081.0,715.0,1.0,0.0,0.0
29.0,12.0,2023.0,5.0,19.0,45.0,25.0,715.0,338.0,0.0,1.0,0.0
21.0,10.0,2023.0,6.0,19.0,0.0,9.0,356.0,66.0,1.0,1.0,0.0
29.0,4.0,2023.0,6.0,14.0,0.0,34.0,402.0,351.0,0.0,1.0,1.0
16.0,10.0,2021.0,6.0,14.0,0.0,8.0,340.0,341.0,0.0,0.0,1.0
18.0,4.0,2022.0,1.0,14.0,0.0,43.0,357.0,1077.0,0.0,1.0,0.0
30.0,12.0,2022.0,5.0,19.0,45.0,25.0,70.0,328.0,0.0,0.0,0.0
20.0,11.0,2021.0,6.0,15.0,0.0,18.0,63.0,357.0,2.0,0.0,1.0
17.0,2.0,2024.0,6.0,15.0,0.0,25.0,351.0,563.0,1.0,0.0,1.0
29.0,8.0,2021.0,7.0,15.0,30.0,3.0,76.0,66.0,0.0,0.0,0.0
16.0,12.0,2023.0,6.0,15.0,0.0,17.0,61.0,356.0,0.0,0.0,1.0
18.0,9.0,2021.0,6.0,14.0,0.0,8.0,63.0,355.0,0.0,1.0,0.0
15.0,10.0,2022.0,6.0,18.0,45.0,15.0,346.0,68.0,2.0,1.0,1.0
29.0,12.0,2023.0,5.0,19.0,45.0,25.0,394.0,343.0,0.0,0.0,0.0
3.0,3.0,2023.0,5.0,20.0,0.0,35.0,322.0,74.0,1.0,0.0,1.0
30.0,7.0,2022.0,6.0,14.0,0.0,1.0,715.0,68.0,0.0,0.0,1.0
5.0,11.0,2023.0,7.0,12.0,0.0,15.0,68.0,59.0,0.0,2.0,0.0
2.0,10.0,2021.0,6.0,14.0,0.0,11.0,1044.0,356.0,0.0,0.0,1.0
10.0,2.0,2022.0,4.0,19.0,45.0,24.0,76.0,57.0,0.0,1.0,0.0
5.0,12.0,2021.0,7.0,14.0,0.0,15.0,73.0,68.0,1.0,0.0,1.0
3.0,12.0,2023.0,7.0,14.0,0.0,14.0,64.0,63.0,2.0,2.0,1.0
5.0,3.0,2022.0,6.0,17.0,30.0,28.0,64.0,563.0,1.0,0.0,1.0
30.0,12.0,2023.0,6.0,15.0,0.0,20.0,354.0,402.0,2.0,1.0,1.0
13.0,1.0,2024.0,6.0,15.0,0.0,27.0,715.0,341.0,0.0,2.0,0.0
16.0,4.0,2023.0,7.0,15.0,30.0,31.0,351.0,66.0,0.0,1.0,0.0
5.0,11.0,2022.0,6.0,15.0,0.0,20.0,71.0,715.0,0.0,0.0,0.0
12.0,3.0,2024.0,2.0,19.0,45.0,29.0,332.0,343.0,0.0,1.0,0.0
30.0,12.0,2021.0,4.0,19.0,45.0,25.0,387.0,69.0,1.0,1.0,0.0
19.0,9.0,2021.0,7.0,13.0,0.0,5.0,563.0,66.0,1.0,1.0,0.0
30.0,4.0,2022.0,6.0,14.0,0.0,35.0,340.0,354.0,1.0,0.0,0.0
21.0,10.0,2023.0,6.0,11.0,30.0,9.0,64.0,62.0,0.0,0.0,1.0
19.0,2.0,2022.0,6.0,15.0,0.0,26.0,340.0,62.0,0.0,0.0,1.0
21.0,10.0,2023.0,6.0,14.0,0.0,12.0,59.0,715.0,0.0,0.0,1.0
8.0,10.0,2022.0,6.0,16.0,30.0,10.0,397.0,73.0,0.0,1.0,0.0
20.0,1.0,2024.0,6.0,12.0,30.0,28.0,72.0,340.0,1.0,3.0,0.0
12.0,3.0,2022.0,6.0,15.0,0.0,37.0,351.0,355.0,1.0,0.0,1.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,343.0,74.0,1.0,0.0,1.0
27.0,8.0,2022.0,6.0,14.0,0.0,6.0,346.0,69.0,1.0,2.0,0.0
16.0,12.0,2023.0,6.0,15.0,0.0,17.0,67.0,63.0,0.0,0.0,1.0
3.0,10.0,2022.0,1.0,19.0,0.0,9.0,338.0,351.0,3.0,0.0,1.0
21.0,8.0,2021.0,6.0,14.0,0.0,4.0,70.0,351.0,0.0,0.0,1.0
3.0,9.0,2023.0,7.0,13.0,0.0,4.0,64.0,58.0,2.0,0.0,1.0
4.0,10.0,2023.0,3.0,18.0,45.0,10.0,341.0,69.0,1.0,0.0,1.0
19.0,2.0,2022.0,6.0,15.0,0.0,33.0,342.0,1077.0,0.0,0.0,1.0
22.0,5.0,2022.0,7.0,15.0,0.0,38.0,397.0,563.0,0.0,1.0,1.0
22.0,4.0,2024.0,1.0,19.0,0.0,44.0,343.0,341.0,2.0,3.0,0.0
28.0,4.0,2023.0,5.0,19.0,0.0,45.0,336.0,384.0,1.0,1.0,0.0
14.0,8.0,2021.0,6.0,14.0,0.0,1.0,338.0,76.0,1.0,0.0,1.0
31.0,12.0,2023.0,7.0,14.0,0.0,20.0,73.0,1044.0,1.0,0.0,1.0
28.0,11.0,2023.0,2.0,19.0,45.0,18.0,69.0,70.0,1.0,1.0,1.0
1.0,12.0,2021.0,3.0,20.0,15.0,14.0,58.0,65.0,0.0,2.0,0.0
26.0,11.0,2023.0,7.0,14.0,0.0,13.0,73.0,58.0,1.0,1.0,0.0
4.0,5.0,2024.0,6.0,11.0,30.0,46.0,71.0,345.0,0.0,2.0,0.0
19.0,9.0,2023.0,2.0,18.0,45.0,7.0,340.0,349.0,0.0,1.0,0.0
6.0,8.0,2022.0,6.0,14.0,0.0,1.0,341.0,76.0,1.0,1.0,1.0
15.0,12.0,2023.0,5.0,20.0,0.0,17.0,351.0,73.0,0.0,1.0,0.0
2.0,11.0,2022.0,3.0,19.0,45.0,19.0,75.0,70.0,0.0,0.0,0.0
10.0,12.0,2022.0,6.0,12.0,30.0,22.0,385.0,387.0,1.0,2.0,0.0
21.0,8.0,2021.0,6.0,14.0,0.0,2.0,58.0,67.0,1.0,0.0,1.0
8.0,2.0,2022.0,2.0,19.0,45.0,31.0,389.0,357.0,1.0,1.0,1.0
30.0,9.0,2023.0,6.0,14.0,0.0,7.0,67.0,328.0,1.0,0.0,1.0
9.0,3.0,2024.0,6.0,15.0,0.0,37.0,1081.0,70.0,0.0,0.0,0.0
21.0,4.0,2024.0,7.0,11.0,30.0,44.0,59.0,345.0,1.0,1.0,0.0
26.0,4.0,2022.0,2.0,18.0,45.0,27.0,357.0,336.0,0.0,1.0,0.0
18.0,4.0,2022.0,1.0,11.0,30.0,43.0,343.0,394.0,0.0,1.0,0.0
11.0,11.0,2023.0,6.0,15.0,0.0,16.0,341.0,1138.0,2.0,0.0,1.0
20.0,8.0,2022.0,6.0,14.0,0.0,5.0,72.0,389.0,0.0,1.0,0.0
8.0,3.0,2024.0,5.0,20.0,0.0,37.0,345.0,341.0,0.0,1.0,0.0
12.0,9.0,2021.0,7.0,15.0,30.0,4.0,341.0,64.0,0.0,1.0,0.0
4.0,5.0,2024.0,6.0,11.0,30.0,46.0,349.0,394.0,1.0,0.0,1.0
19.0,10.0,2021.0,2.0,18.0,45.0,13.0,356.0,384.0,1.0,1.0,0.0
12.0,2.0,2022.0,6.0,15.0,0.0,25.0,62.0,341.0,2.0,0.0,1.0
23.0,1.0,2022.0,7.0,16.0,30.0,23.0,61.0,73.0,0.0,0.0,1.0
29.0,10.0,2022.0,6.0,14.0,0.0,18.0,1081.0,343.0,1.0,1.0,1.0
14.0,9.0,2022.0,3.0,18.0,45.0,10.0,68.0,387.0,2.0,1.0,1.0
2.0,9.0,2023.0,6.0,14.0,0.0,5.0,385.0,68.0,2.0,0.0,1.0
14.0,1.0,2023.0,6.0,15.0,0.0,27.0,328.0,1076.0,0.0,0.0,1.0
8.0,11.0,2022.0,2.0,19.0,45.0,9.0,70.0,389.0,2.0,0.0,1.0
11.0,9.0,2021.0,6.0,11.0,30.0,4.0,354.0,73.0,0.0,0.0,1.0
11.0,2.0,2023.0,6.0,15.0,0.0,23.0,63.0,351.0,1.0,0.0,1.0
10.0,4.0,2022.0,7.0,13.0,0.0,32.0,68.0,328.0,1.0,0.0,1.0
25.0,1.0,2022.0,2.0,19.0,45.0,24.0,389.0,387.0,1.0,0.0,1.0
25.0,2.0,2023.0,6.0,15.0,0.0,34.0,68.0,715.0,2.0,0.0,1.0
6.0,8.0,2022.0,6.0,16.0,30.0,1.0,62.0,61.0,0.0,1.0,0.0
29.0,4.0,2022.0,5.0,18.0,45.0,45.0,69.0,356.0,1.0,0.0,0.0
21.0,1.0,2023.0,6.0,15.0,0.0,28.0,332.0,1081.0,0.0,2.0,0.0
18.0,4.0,2022.0,1.0,14.0,0.0,43.0,69.0,342.0,0.0,0.0,1.0
5.0,3.0,2022.0,6.0,15.0,0.0,28.0,328.0,61.0,0.0,0.0,0.0
16.0,9.0,2022.0,5.0,19.0,0.0,8.0,351.0,63.0,1.0,0.0,0.0
8.0,8.0,2021.0,7.0,15.0,30.0,1.0,1076.0,351.0,0.0,1.0,1.0
16.0,9.0,2023.0,6.0,14.0,0.0,5.0,73.0,356.0,0.0,0.0,1.0
30.0,3.0,2024.0,6.0,17.0,30.0,30.0,58.0,76.0,1.0,0.0,1.0
26.0,12.0,2022.0,1.0,15.0,0.0,24.0,356.0,1076.0,1.0,0.0,1.0
23.0,10.0,2021.0,6.0,14.0,0.0,14.0,74.0,387.0,2.0,0.0,1.0
24.0,2.0,2024.0,6.0,15.0,0.0,34.0,349.0,332.0,1.0,1.0,1.0
9.0,12.0,2023.0,6.0,15.0,0.0,20.0,69.0,322.0,1.0,0.0,1.0
5.0,10.0,2022.0,3.0,18.0,45.0,13.0,322.0,75.0,1.0,1.0,1.0
18.0,4.0,2023.0,2.0,18.0,45.0,43.0,356.0,387.0,0.0,0.0,1.0
15.0,4.0,2023.0,6.0,14.0,0.0,31.0,340.0,354.0,0.0,0.0,0.0
11.0,5.0,2024.0,6.0,14.0,0.0,37.0,62.0,356.0,1.0,0.0,1.0
23.0,10.0,2022.0,7.0,13.0,0.0,13.0,58.0,402.0,3.0,0.0,1.0
19.0,8.0,2023.0,6.0,14.0,0.0,2.0,64.0,1044.0,2.0,1.0,1.0
23.0,4.0,2022.0,6.0,14.0,0.0,44.0,70.0,69.0,1.0,0.0,1.0
1.0,10.0,2022.0,6.0,14.0,0.0,12.0,355.0,394.0,2.0,0.0,1.0
9.0,10.0,2022.0,7.0,18.0,0.0,10.0,62.0,66.0,1.0,2.0,0.0
4.0,2.0,2023.0,6.0,15.0,0.0,22.0,76.0,64.0,2.0,0.0,1.0
21.0,10.0,2023.0,6.0,14.0,0.0,12.0,70.0,71.0,1.0,1.0,1.0
12.0,8.0,2023.0,6.0,14.0,0.0,2.0,384.0,387.0,0.0,0.0,0.0
13.0,3.0,2022.0,7.0,14.0,0.0,29.0,341.0,68.0,1.0,0.0,1.0
19.0,1.0,2022.0,3.0,19.0,45.0,24.0,322.0,59.0,1.0,0.0,1.0
29.0,10.0,2022.0,6.0,18.0,45.0,14.0,64.0,341.0,1.0,1.0,0.0
23.0,8.0,2021.0,1.0,19.0,0.0,2.0,563.0,338.0,1.0,0.0,1.0
10.0,4.0,2023.0,1.0,14.0,0.0,41.0,389.0,336.0,1.0,1.0,1.0
21.0,11.0,2021.0,7.0,12.0,0.0,18.0,342.0,1044.0,1.0,2.0,1.0
2.0,10.0,2021.0,6.0,14.0,0.0,11.0,357.0,384.0,0.0,0.0,0.0
8.0,4.0,2023.0,6.0,14.0,0.0,30.0,402.0,67.0,1.0,0.0,0.0
1.0,5.0,2022.0,7.0,13.0,0.0,35.0,73.0,338.0,1.0,0.0,1.0
18.0,3.0,2023.0,6.0,15.0,0.0,28.0,76.0,341.0,0.0,1.0,0.0
20.0,1.0,2023.0,5.0,20.0,0.0,28.0,328.0,74.0,0.0,1.0,1.0
28.0,8.0,2021.0,6.0,14.0,0.0,5.0,1081.0,72.0,2.0,1.0,1.0
1.0,1.0,2022.0,6.0,15.0,0.0,26.0,336.0,322.0,1.0,0.0,1.0
30.0,9.0,2023.0,6.0,14.0,0.0,9.0,384.0,72.0,0.0,1.0,0.0
9.0,3.0,2024.0,6.0,15.0,0.0,37.0,384.0,332.0,0.0,0.0,1.0
5.0,1.0,2023.0,4.0,20.0,0.0,19.0,61.0,65.0,0.0,0.0,0.0
29.0,10.0,2022.0,6.0,14.0,0.0,18.0,75.0,346.0,0.0,0.0,0.0
1.0,1.0,2024.0,1.0,15.0,0.0,26.0,72.0,74.0,0.0,0.0,1.0
3.0,2.0,2024.0,6.0,15.0,0.0,30.0,322.0,384.0,1.0,0.0,1.0
4.0,3.0,2023.0,6.0,15.0,0.0,35.0,71.0,70.0,0.0,1.0,0.0
12.0,3.0,2022.0,6.0,12.0,30.0,29.0,397.0,64.0,0.0,1.0,0.0
18.0,3.0,2022.0,5.0,20.0,0.0,30.0,76.0,341.0,2.0,0.0,0.0
8.0,5.0,2022.0,7.0,13.0,0.0,36.0,338.0,62.0,1.0,2.0,0.0
2.0,3.0,2024.0,6.0,15.0,0.0,27.0,62.0,563.0,0.0,0.0,0.0
15.0,2.0,2022.0,2.0,20.0,15.0,18.0,66.0,397.0,0.0,0.0,1.0
3.0,9.0,2022.0,6.0,14.0,0.0,8.0,59.0,387.0,0.0,1.0,0.0
23.0,4.0,2022.0,6.0,14.0,0.0,44.0,356.0,715.0,0.0,0.0,1.0
29.0,10.0,2022.0,6.0,14.0,0.0,14.0,1044.0,73.0,1.0,0.0,0.0
19.0,8.0,2022.0,5.0,19.0,0.0,5.0,68.0,384.0,0.0,0.0,1.0
9.0,4.0,2022.0,6.0,14.0,0.0,41.0,351.0,332.0,1.0,0.0,1.0
1.0,10.0,2022.0,6.0,14.0,0.0,9.0,354.0,61.0,1.0,1.0,0.0
9.0,2.0,2022.0,3.0,19.0,45.0,31.0,387.0,355.0,1.0,0.0,1.0
4.0,12.0,2021.0,6.0,17.0,30.0,15.0,346.0,65.0,0.0,2.0,0.0
5.0,12.0,2023.0,2.0,19.0,30.0,15.0,76.0,328.0,1.0,0.0,1.0
29.0,10.0,2022.0,6.0,11.0,30.0,14.0,338.0,65.0,0.0,0.0,0.0
18.0,5.0,2023.0,4.0,18.0,30.0,25.0,67.0,397.0,2.0,0.0,1.0
19.0,10.0,2022.0,3.0,19.0,0.0,16.0,384.0,346.0,3.0,0.0,1.0
13.0,5.0,2023.0,6.0,14.0,0.0,36.0,58.0,73.0,1.0,0.0,1.0
18.0,2.0,2023.0,6.0,17.0,30.0,24.0,67.0,64.0,0.0,2.0,0.0
24.0,9.0,2023.0,7.0,13.0,0.0,6.0,64.0,563.0,1.0,1.0,1.0
13.0,11.0,2022.0,7.0,14.0,0.0,16.0,397.0,58.0,1.0,1.0,0.0
8.0,10.0,2022.0,6.0,14.0,0.0,14.0,75.0,715.0,0.0,1.0,0.0
16.0,3.0,2024.0,6.0,15.0,0.0,38.0,332.0,346.0,0.0,1.0,0.0
24.0,10.0,2022.0,1.0,19.0,0.0,13.0,563.0,1044.0,1.0,0.0,1.0
25.0,2.0,2023.0,6.0,15.0,0.0,25.0,62.0,58.0,0.0,0.0,0.0
2.0,9.0,2023.0,6.0,14.0,0.0,4.0,65.0,63.0,2.0,1.0,1.0
13.0,8.0,2022.0,6.0,14.0,0.0,3.0,394.0,70.0,1.0,0.0,1.0
26.0,4.0,2022.0,2.0,18.0,45.0,39.0,63.0,351.0,0.0,1.0,0.0
9.0,4.0,2022.0,6.0,14.0,0.0,32.0,346.0,341.0,0.0,1.0,0.0
15.0,10.0,2022.0,6.0,14.0,0.0,15.0,355.0,74.0,0.0,1.0,0.0
18.0,8.0,2021.0,3.0,18.0,45.0,3.0,322.0,342.0,0.0,0.0,0.0
28.0,12.0,2023.0,4.0,20.0,15.0,19.0,57.0,563.0,0.0,1.0,0.0
8.0,10.0,2022.0,6.0,14.0,0.0,10.0,65.0,340.0,2.0,0.0,1.0
13.0,3.0,2022.0,7.0,12.0,0.0,37.0,389.0,69.0,1.0,0.0,0.0
25.0,2.0,2022.0,5.0,20.0,0.0,27.0,340.0,68.0,1.0,0.0,1.0
29.0,9.0,2021.0,3.0,18.0,45.0,10.0,389.0,1076.0,4.0,0.0,1.0
16.0,9.0,2023.0,6.0,14.0,0.0,5.0,563.0,65.0,1.0,0.0,0.0
22.0,1.0,2022.0,6.0,15.0,0.0,23.0,402.0,76.0,0.0,0.0,0.0
11.0,12.0,2022.0,7.0,13.0,0.0,22.0,69.0,328.0,0.0,2.0,0.0
11.0,11.0,2023.0,6.0,15.0,0.0,16.0,715.0,68.0,2.0,1.0,0.0
25.0,8.0,2023.0,5.0,19.0,0.0,3.0,61.0,389.0,1.0,0.0,1.0
26.0,2.0,2022.0,6.0,15.0,0.0,35.0,332.0,394.0,0.0,2.0,0.0
7.0,8.0,2021.0,6.0,19.0,0.0,1.0,356.0,332.0,0.0,1.0,0.0
9.0,3.0,2024.0,6.0,12.0,30.0,28.0,66.0,62.0,2.0,0.0,1.0
15.0,1.0,2022.0,6.0,15.0,0.0,27.0,63.0,387.0,5.0,2.0,1.0
24.0,9.0,2023.0,7.0,14.0,0.0,8.0,71.0,715.0,0.0,0.0,0.0
12.0,8.0,2023.0,6.0,14.0,0.0,2.0,74.0,72.0,1.0,0.0,1.0
31.0,8.0,2022.0,3.0,18.0,45.0,7.0,387.0,394.0,1.0,0.0,1.0
27.0,8.0,2022.0,6.0,11.0,30.0,6.0,71.0,68.0,0.0,0.0,0.0
17.0,2.0,2024.0,6.0,15.0,0.0,25.0,63.0,58.0,0.0,1.0,0.0
4.0,11.0,2022.0,5.0,20.0,0.0,20.0,355.0,1081.0,0.0,0.0,0.0
26.0,2.0,2024.0,1.0,20.0,0.0,26.0,563.0,402.0,2.0,1.0,1.0
5.0,3.0,2024.0,2.0,20.0,0.0,36.0,349.0,387.0,0.0,0.0,1.0
16.0,10.0,2021.0,6.0,14.0,0.0,8.0,65.0,328.0,1.0,0.0,1.0
3.0,10.0,2023.0,2.0,18.0,45.0,10.0,332.0,394.0,2.0,0.0,1.0
23.0,10.0,2023.0,1.0,19.0,0.0,9.0,73.0,63.0,1.0,0.0,1.0
11.0,5.0,2022.0,3.0,18.0,30.0,33.0,341.0,61.0,0.0,1.0,0.0
4.0,11.0,2023.0,6.0,12.0,30.0,11.0,63.0,66.0,0.0,0.0,0.0
9.0,4.0,2022.0,6.0,11.0,30.0,32.0,62.0,66.0,1.0,0.0,1.0
14.0,8.0,2022.0,7.0,14.0,0.0,3.0,59.0,74.0,1.0,0.0,1.0
20.0,2.0,2023.0,1.0,20.0,0.0,33.0,346.0,74.0,1.0,0.0,1.0
18.0,4.0,2022.0,1.0,14.0,0.0,43.0,336.0,332.0,3.0,0.0,1.0
7.0,5.0,2022.0,6.0,11.0,30.0,46.0,1081.0,343.0,2.0,0.0,1.0
24.0,4.0,2022.0,7.0,13.0,0.0,34.0,61.0,563.0,0.0,0.0,1.0
27.0,1.0,2024.0,6.0,15.0,0.0,29.0,71.0,70.0,1.0,0.0,1.0
25.0,9.0,2021.0,6.0,14.0,0.0,9.0,1044.0,389.0,2.0,0.0,1.0
11.0,3.0,2024.0,1.0,20.0,0.0,28.0,61.0,67.0,1.0,1.0,1.0
18.0,10.0,2022.0,2.0,18.0,45.0,16.0,394.0,1081.0,0.0,0.0,0.0
2.0,10.0,2021.0,6.0,14.0,0.0,11.0,69.0,1081.0,1.0,1.0,1.0
2.0,1.0,2023.0,1.0,17.0,30.0,19.0,402.0,64.0,2.0,0.0,1.0
22.0,1.0,2022.0,6.0,15.0,0.0,23.0,66.0,563.0,0.0,0.0,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,14.0,402.0,389.0,0.0,0.0,1.0
27.0,12.0,2021.0,1.0,15.0,0.0,24.0,342.0,74.0,0.0,0.0,1.0
14.0,8.0,2021.0,6.0,14.0,0.0,2.0,336.0,715.0,0.0,0.0,0.0
19.0,1.0,2022.0,3.0,20.0,0.0,23.0,355.0,389.0,0.0,1.0,0.0
10.0,3.0,2022.0,4.0,19.0,30.0,30.0,68.0,61.0,0.0,2.0,0.0
24.0,11.0,2021.0,3.0,19.0,45.0,19.0,69.0,394.0,0.0,0.0,1.0
5.0,11.0,2023.0,7.0,14.0,0.0,11.0,351.0,58.0,1.0,0.0,1.0
30.0,10.0,2021.0,6.0,14.0,0.0,10.0,328.0,402.0,3.0,0.0,1.0
17.0,9.0,2022.0,6.0,14.0,0.0,11.0,389.0,59.0,0.0,0.0,1.0
15.0,4.0,2022.0,5.0,14.0,0.0,42.0,70.0,387.0,0.0,0.0,0.0
30.0,3.0,2024.0,6.0,15.0,0.0,30.0,73.0,389.0,0.0,1.0,1.0
6.0,11.0,2021.0,6.0,15.0,0.0,17.0,357.0,322.0,0.0,1.0,0.0
19.0,8.0,2023.0,6.0,14.0,0.0,2.0,76.0,397.0,0.0,1.0,0.0
3.0,9.0,2022.0,6.0,14.0,0.0,8.0,72.0,69.0,1.0,0.0,1.0
15.0,2.0,2023.0,3.0,19.0,30.0,12.0,57.0,65.0,1.0,1.0,0.0
5.0,8.0,2022.0,5.0,18.0,45.0,2.0,332.0,394.0,2.0,0.0,1.0
29.0,12.0,2022.0,4.0,20.0,15.0,25.0,336.0,356.0,0.0,1.0,0.0
4.0,5.0,2024.0,6.0,11.0,30.0,46.0,338.0,59.0,0.0,0.0,0.0
20.0,5.0,2023.0,6.0,16.0,30.0,37.0,351.0,57.0,1.0,0.0,1.0
18.0,8.0,2021.0,3.0,18.0,45.0,3.0,343.0,69.0,1.0,0.0,0.0
